trip_id,timestamp,coords,segment,%,bus_stop_number,expected_arrival_time,delay,accumulated_distance
120202411051513_142_120-02,2024-11-05 16:00:03,"[54.33393096923828, 18.592330932617188]",['54.334210497482_18.591839329201_54.332550206863_18.595136017547'],0.9085493550548726,STOP 34,"[0, 1.95]",,[16.73679381]
4202411051515_101_004-31,2024-11-05 16:00:05,"[54.345401763916016, 18.62447929382324]",['54.345985428599_18.63032789662_54.345258688549_18.6217219838'],0.6929568555596399,STOP 28,"[0, -0.08333333333333333]",0.08333333333333333,[12.24207418]
127202411051533_51_127-33,2024-11-05 16:00:03,"[54.35992050170898, 18.58885955810547]",['54.360689116653_18.58975121222_54.358710295264_18.587450473539'],0.5237391613301351,STOP 9,"[0, -7.05]",7.05,[4.44482844]
115202411051555_101_115-05,2024-11-05 16:00:05,"[54.32241821289063, 18.552339553833008]",['54.322773232317_18.554659515325_54.324973231979_18.548776781989'],0.09744263656208833,STOP 5,"[0, 1.9166666666666667]",,[1.65418751]
115202411051535_102_115-01,2024-11-05 16:00:05,"[54.35287094116211, 18.60907936096192]",['54.352642646727_18.610060495103_54.356016151647_18.607001777388'],0.3585652354309355,,[-2.0833333333333335],2.0833333333333335,[6.15648794]
154202411051544_21_154-03,2024-11-05 16:00:06,"[54.335079193115234, 18.63577079772949]",['54.337627156616_18.63777803977_54.332330162244_18.634466903774'],0.4868368665870908,STOP 8,"[0, -4.1]",4.1,[3.38541722]
178202411051547_112_178-02,2024-11-05 16:00:06,"[54.3419189453125, 18.66905975341797]",['54.342220821866_18.669194721265_54.341778059808_18.669542887948'],0.3011142451432898,,[-9.1],9.1,[2.71541961]
5202411051515_201_005-05,2024-11-05 16:00:03,"[54.40456008911133, 18.659639358520508]",['54.404545337663_18.654734903884_54.403319176223_18.662894658979'],0.8692715840679116,,[-1.05],1.05,[13.22348575]
8202411051518_322_008-06,2024-11-05 16:00:04,"[54.38373947143555, 18.61444091796875]",['54.383230714206_18.617107985832_54.386653073193_18.611056484743'],0.6844272497988979,STOP 25,"[0, -1.0666666666666667]",1.0666666666666667,[11.86356582]
7202411051532_32_007-32,2024-11-05 16:00:04,"[54.35031127929688, 18.646039962768555]",['54.352123604678_18.646303294802_54.347932978286_18.645311814074'],0.5978339762433426,STOP 19,"[0, 2.933333333333333]",,[9.47818286]
8202411051548_322_008-09,2024-11-05 16:00:03,"[54.34830856323242, 18.66959953308105]",['54.352081561481_18.671468140539_54.346475242768_18.66884616531'],0.25254785017555553,,[-1.05],1.05,[4.37755517]
108202411051549_12_108-02,2024-11-05 16:00:03,"[54.34357070922852, 18.631250381469727]",['54.341792315548_18.627845856651_54.342606708696_18.632691825837'],0.4534932931375535,,[-4.05],4.05,[3.01647525]
162202411051519_22_162-05,2024-11-05 16:00:03,"[54.361328125, 18.59081077575684]",['54.361184680867_18.590707370249_54.361309778702_18.590669258396'],0.6397600006826734,,[-19.05],19.05,[6.99053895]
122202411051553_11_122-09,2024-11-05 16:00:04,"[54.37828063964844, 18.49401092529297]",['54.378946023456_18.487855023836_54.377897774254_18.497112951544'],0.102936963676587,,[-2.066666666666667],2.066666666666667,[2.1085735]
3202411051532_21_003-34,2024-11-05 16:00:04,"[54.358131408691406, 18.645790100097656]",['54.361448608593_18.642291024903_54.357403124416_18.645970580025'],0.5004306000853391,,[-7.066666666666666],7.066666666666666,[7.28646518]
169202411051542_72_169-08,2024-11-05 16:00:04,"[54.43016052246094, 18.478700637817383]",['54.429509367961_18.477652668435_54.430341444554_18.4843554353'],0.40669437432376726,,[-4.066666666666666],4.066666666666666,[6.86369587]
6202411051511_52_006-06,2024-11-05 16:00:04,"[54.347801208496094, 18.643449783325195]",['54.347676419595_18.644603238979_54.348716605996_18.637572655525'],0.6854604895229939,STOP 30,"[0, -2.066666666666667]",2.066666666666667,[12.99722754]
148202411051526_11_148-32,2024-11-05 16:00:03,"[54.41859817504883, 18.585399627685547]",['54.417863554688_18.586088111628_54.419848172191_18.584183231618'],0.8442776013377481,,[-7.05],7.05,[9.10321011]
167202411051541_32_167-33,2024-11-05 16:00:04,"[54.34872055053711, 18.524120330810547]",['54.349200143305_18.520126209693_54.347634656797_18.531023375378'],0.3430916096217744,,[-2.066666666666667],2.066666666666667,[6.84254366]
158202411051602_201_158-31,2024-11-05 16:00:06,"[54.36259078979492, 18.716100692749023]",['54.361903058162_18.715445580446_54.362560697311_18.715994025301'],0,STOP 1,"[0, 2.9]",,[0.13400535]
155202411051541_12_155-02,2024-11-05 16:00:04,"[54.324649810791016, 18.54910087585449]",['54.324973231979_18.548776781989_54.322773232317_18.554659515325'],0.48934375523201906,,[-5.066666666666666],5.066666666666666,[5.04118686]
227202411051517_12_227-33,2024-11-05 16:00:03,"[54.38331985473633, 18.599239349365234]",['54.382973760534_18.598702537731_54.383425690334_18.599276813917'],0.63584734794076,STOP 18,"[0, -11.05]",11.05,[10.34465162]
199202411051512_201_199-08,2024-11-05 16:00:03,"[54.36996078491211, 18.613489151000977]",['54.370120224337_18.611031347496_54.36664833206_18.612757114487'],0.5763803413516279,,[-4.05],4.05,[11.33147283]
6202411051601_52_006-09,2024-11-05 16:00:02,"[54.42329025268555, 18.592729568481445]",['54.422538901454_18.591070262415_54.423330634468_18.592904658435'],0,STOP 1,"[0, 2.966666666666667]",,[0.14451915]
169202411051516_11_169-04,2024-11-05 16:00:06,"[54.42794036865234, 18.46080017089844]",['54.42988496085_18.461685565746_54.4250439991_18.457637059376'],0.7695594720294965,,[-13.1],13.1,[12.17196772]
120202411051526_151_120-34,2024-11-05 16:00:03,"[54.33771896362305, 18.51351928710937]",['54.337641407287_18.513699040344_54.3383478838_18.510902424282'],0.5092009914984038,STOP 21,"[0, -0.05]",0.05,[9.88258459]
4202411051602_92_004-11,2024-11-05 16:00:02,"[54.327781677246094, 18.56978988647461]",['54.327546478062_18.569757256315_54.331555589888_18.570628278899'],0,STOP 1,"[0, 2.966666666666667]",,[0.0262804]
2202411051512_131_002-06,2024-11-05 16:00:05,"[54.387939453125, 18.61010932922364]",['54.386653073193_18.611056484743_54.391544493844_18.606566676222'],0.722652970216975,,[-5.083333333333333],5.083333333333333,[12.79591437]
168202411051549_101_168-03,2024-11-05 16:00:03,"[54.37467956542969, 18.61341094970703]",['54.374928691164_18.613246620182_54.370120224337_18.611031347496'],0.08129360485670699,STOP 4,"[0, 1.95]",,[1.4684681]
117202411051523_131_117-03,2024-11-05 16:00:04,"[54.432559967041016, 18.56184959411621]",['54.429431003867_18.562248237127_54.434907920281_18.561460248699'],0.7211867574238583,,[-4.066666666666666],4.066666666666666,[9.26535521]
112202411051534_12_112-05,2024-11-05 16:00:04,"[54.34371948242188, 18.82554054260254]",['54.343864099228_18.825551590609_54.34368697431_18.825699419105'],0.384963072816024,,[-4.066666666666666],4.066666666666666,[11.35437223]
12202411051531_312_012-09,2024-11-05 16:00:03,"[54.38689041137695, 18.58562088012696]",['54.388911205579_18.580903068058_54.38704613757_18.590131534087'],0.34636944734623215,STOP 20,"[0, 0.95]",,[7.91287358]
7202411051547_71_007-03,2024-11-05 16:00:06,"[54.34413909912109, 18.61750030517578]",['54.343309514438_18.617249321316_54.345374141593_18.625300599871'],0.2919662642904339,,[-1.1],1.1,[4.28732025]
189202411051600_221_189-31,2024-11-05 16:00:05,"[54.35560989379883, 18.64596939086914]",['54.354852543174_18.645639339956_54.356469226132_18.646023996635'],0,STOP 1,"[0, 2.9166666666666665]",,[0.08802707]
168202411051527_102_168-34,2024-11-05 16:00:04,"[54.34952163696289, 18.515369415283203]",['54.349796436371_18.511102796868_54.349200143305_18.520126209693'],0.17117047281622247,,[-27.066666666666666],27.066666666666666,[3.16400375]
111202411051458_372_111-31,2024-11-05 16:00:02,"[54.35322952270508, 18.64561080932617]",['54.351762930454_18.646708662796_54.354852543174_18.645639339956'],0.9148881582497267,,[-26.033333333333335],26.033333333333335,[13.05882568]
8202411051540_21_008-01,2024-11-05 16:00:05,"[54.38779067993164, 18.61018943786621]",['54.390894046164_18.607313163133_54.385981896422_18.611665388135'],0.29747331907666513,,[-4.083333333333333],4.083333333333333,[5.20894242]
110202411051525_12_110-02,2024-11-05 16:00:02,"[54.383079528808594, 18.599119186401367]",['54.382973760534_18.598702537731_54.383612823242_18.600097589089'],0.9605262916719721,STOP 16,"[0, -9.033333333333333]",9.033333333333333,[11.35525464]
123202411051555_52_123-02,2024-11-05 16:00:03,"[54.334110260009766, 18.64710998535156]",['54.332026565982_18.642837006097_54.335375379077_18.648598843308'],0.21619670063736382,,[-3.05],3.05,[1.35268544]
124202411051541_72_124-02,2024-11-05 16:00:04,"[54.38320159912109, 18.615020751953125]",['54.383230714206_18.617107985832_54.379542578335_18.616536297744'],0.7260634559173736,,[-10.066666666666666],10.066666666666666,[3.93344199]
9202411051539_91_009-36,2024-11-05 16:00:04,"[54.36151123046875, 18.642240524291992]",['54.36404878637_18.638262637058_54.361448608593_18.642291024903'],0.4255369663764137,STOP 15,"[0, -1.0666666666666667]",1.0666666666666667,[5.85390154]
168202411051529_101_168-02,2024-11-05 16:00:03,"[54.34786987304688, 18.60244941711425]",['54.347810760049_18.603046874265_54.34758486592_18.602536821052'],0.37373031839783427,,[-3.05],3.05,[6.75097446]
8202411051538_322_008-08,2024-11-05 16:00:02,"[54.35446166992188, 18.645410537719727]",['54.35212420454_18.646334040368_54.357403124416_18.645970580025'],0.4119715263851777,,[-1.0333333333333334],1.0333333333333334,[7.14093619]
12202411051510_311_012-12,2024-11-05 16:00:06,"[54.38697814941406, 18.586679458618164]",['54.385917351713_18.593031815519_54.386906268273_18.584933461867'],0.6583381152845627,,[-3.1],3.1,[15.05955895]
262202411051523_11_262-37,2024-11-05 16:00:03,"[54.33732986450195, 18.599409103393555]",['54.338724001612_18.600437225694_54.336819256377_18.598686692526'],0.5290293780074878,,[-15.05],15.05,[6.50035467]
200202411051523_12_200-30,2024-11-05 16:00:04,"[54.3231201171875, 18.63155937194824]",['54.322374030229_18.631039963519_54.327610843309_18.633568933024'],0.7262546180626354,,[-10.066666666666666],10.066666666666666,[10.59156072]
208202411051603_11_208-03,2024-11-05 16:00:04,"[54.35755920410156, 18.6596908569336]",['54.357505053318_18.659063277328_54.357107156933_18.660332641475'],0,STOP 1,"[0, 2.933333333333333]",,[0.05032405]
212202411051603_11_212-04,2024-11-05 16:00:02,"[54.361549377441406, 18.645809173583984]",['54.36204865225_18.645396949201_54.361340171299_18.645945471304'],0,STOP 1,"[0, 3.966666666666667]",,[0.07989369]
122202411051549_12_122-08,2024-11-05 16:00:05,"[54.45816040039063, 18.554929733276367]",['54.45874483874_18.554580382767_54.458042358551_18.554961742123'],0,STOP 1,"[0, -9.083333333333334]",9.083333333333334,[0.06949702]
207202411051550_11_207-03,2024-11-05 16:00:06,"[54.35063171386719, 18.6458797454834]",['54.352044567345_18.645938456443_54.349854676413_18.645663568502'],0.06233882930405438,,[-7.1],7.1,[1.23597399]
10202411051611_52_010-08,2024-11-05 16:00:29,"[54.36629867553711, 18.57428932189941]",['54.3662128724_18.574247708354_54.360554239009_18.577182775676'],0,STOP 1,"[0, 11.516666666666667]",,[0.11174757]
8202411051540_21_008-01,2024-11-05 16:00:27,"[54.38682174682617, 18.61094093322754]",['54.390894046164_18.607313163133_54.385981896422_18.611665388135'],0.3043062997780728,STOP 14,"[0, -1.45]",1.45,[5.32859216]
10202411051521_21_010-01,2024-11-05 16:00:27,"[54.35290145874024, 18.590909957885746]",['54.351654581158_18.592019318143_54.356422390621_18.587676944288'],0.8525146443603383,,[-2.45],2.45,[12.29739489]
6202411051531_52_006-37,2024-11-05 16:00:29,"[54.37990188598633, 18.603200912475582]",['54.383195176352_18.597180235393_54.379714633264_18.6034359907'],0.410618855458294,,[-3.4833333333333334],3.4833333333333334,[7.78587063]
157202411051545_132_157-31,2024-11-05 16:00:27,"[54.361549377441406, 18.48394012451172]",['54.36193885302_18.492280245094_54.361485721715_18.482609630822'],0.23863485123978895,,[-8.45],8.45,[4.06474209]
289202411051522_221_289-32,2024-11-05 16:00:27,"[54.3095703125, 18.59996032714844]",['54.31402255326_18.602844083627_54.309506174131_18.599509141046'],0.8441909700383888,STOP 15,"[0, -12.45]",12.45,[7.99059248]
179202411051536_121_179-05,2024-11-05 16:00:27,"[54.42578125, 18.502899169921875]",['54.425117245651_18.502930357141_54.428795066778_18.496461820101'],0.45766878486262336,,[-10.45],10.45,[5.85966618]
127202411051602_122_127-03,2024-11-05 16:00:28,"[54.3526611328125, 18.549819946289062]",['54.352654006189_18.549683414269_54.349179766571_18.550367282012'],0,STOP 1,"[0, 3.533333333333333]",,[0.12255633]
295202411051547_21_295-31,2024-11-05 16:00:28,"[54.31901931762695, 18.579349517822266]",['54.318417866091_18.581644244654_54.319555174231_18.577840652003'],0.9358150771126489,,[-6.466666666666667],6.466666666666667,[2.48221638]
167202411051531_21_167-34,2024-11-05 16:00:27,"[54.33821868896485, 18.57345962524414]",['54.33881043953_18.575538995388_54.33808601491_18.567242998535'],0.36647529535057743,,[-7.45],7.45,[6.9078598]
155202411051541_12_155-02,2024-11-05 16:00:27,"[54.323768615722656, 18.55034065246582]",['54.324973231979_18.548776781989_54.322773232317_18.554659515325'],0.5019824520599176,,[-2.45],2.45,[5.17138988]
10202411051601_21_010-24,2024-11-05 16:00:27,"[54.39670944213867, 18.67255973815918]",['54.397181260306_18.67370491384_54.397181260306_18.67370491384'],0,STOP 1,"[0, 2.55]",,[0.3383146]
199202411051542_11_199-14,2024-11-05 16:00:28,"[54.401611328125, 18.57682991027832]",['54.403084725853_18.585215278233_54.401599781694_18.576612043707'],0.6240045868313796,STOP 14,"[0, 4.533333333333333]",,[5.76710957]
199202411051452_201_199-16,2024-11-05 16:00:28,"[54.355228424072266, 18.59670066833496]",['54.355046799929_18.595776397794_54.356024695712_18.604261586906'],0.7010969078816145,,[-20.466666666666665],20.466666666666665,[13.78336489]
9202411051513_102_009-02,2024-11-05 16:00:28,"[54.39080810546875, 18.57873916625977]",['54.390519275612_18.578605576478_54.39094840241_18.578934604813'],0.9941351950669214,,[-3.466666666666667],3.466666666666667,[13.71468244]
171202411051538_12_171-02,2024-11-05 16:00:26,"[54.44607162475586, 18.423139572143555]",['54.446043560275_18.423216097932_54.44350267903_18.420846005592'],0.3668274508178219,,[-7.433333333333334],7.433333333333334,[7.54758148]
207202411051550_11_207-03,2024-11-05 16:00:29,"[54.35044097900391, 18.645809173583984]",['54.352044567345_18.645938456443_54.349854676413_18.645663568502'],0.0634347963148843,,[-7.483333333333333],7.483333333333333,[1.25770341]
199202411051458_12_199-04,2024-11-05 16:00:27,"[54.4007682800293, 18.57448959350586]",['54.398316476278_18.576512940109_54.400810296805_18.574455203138'],0.6941264597448852,,[-16.45],16.45,[13.28797963]
195202411051529_32_195-01,2024-11-05 16:00:27,"[54.33013153076172, 18.600969314575195]",['54.329762313104_18.601405319131_54.33485164119_18.601908902387'],0.28498931077716594,,[-25.45],25.45,[1.80807587]
157202411051525_132_157-01,2024-11-05 16:00:27,"[54.37289047241211, 18.56575965881348]",['54.371172306368_18.562499615825_54.373902246441_18.567696462296'],0.8137512522247732,,[-8.45],8.45,[13.86087971]
7202411051538_32_007-02,2024-11-05 16:00:27,"[54.37638092041016, 18.6306095123291]",['54.379727910044_18.634636357715_54.375797173534_18.630858736119'],0.3835289661987777,STOP 13,"[0, -0.45]",0.45,[6.08054714]
169202411051516_11_169-04,2024-11-05 16:00:30,"[54.4269905090332, 18.45989990234375]",['54.42988496085_18.461685565746_54.4250439991_18.457637059376'],0.7774325924943201,STOP 12,"[0, -11.5]",11.5,[12.29649528]
184202411051505_121_184-03,2024-11-05 16:00:28,"[54.36457061767578, 18.572969436645508]",['54.363073513971_18.574602134041_54.367599448647_18.571671797762'],0.7831510174104576,STOP 18,"[0, -23.466666666666665]",23.466666666666665,[8.89992624]
189202411051544_202_189-35,2024-11-05 16:00:27,"[54.3147087097168, 18.629270553588867]",['54.310701262019_18.629927322525_54.31648746445_18.629302457637'],0.3470384687531004,,[-10.45],10.45,[2.62982822]
167202411051551_21_167-02,2024-11-05 16:00:27,"[54.351959228515625, 18.644990921020508]",['54.352044567345_18.645938456443_54.35136201837_18.63723616019'],0.07223978463160916,,[-5.45],5.45,[1.36168061]
210202411051515_301_210-05,2024-11-05 16:00:27,"[54.37189865112305, 18.5534896850586]",['54.370532121972_18.560181791423_54.372289887357_18.552424813894'],0.3839120060512718,,[-13.45],13.45,[9.86500303]
6202411051601_52_006-09,2024-11-05 16:00:29,"[54.42327880859375, 18.592729568481445]",['54.422538901454_18.591070262415_54.423330634468_18.592904658435'],0,STOP 1,"[0, 2.5166666666666666]",,[0.14386528]
113202411051502_12_113-05,2024-11-05 16:00:27,"[54.30727005004883, 18.58233070373535]",['54.309028112188_18.587268508038_54.306173087598_18.581624587203'],0.9722176360431737,,[-29.45],29.45,[8.61847629]
7202411051557_71_007-38,2024-11-05 16:00:30,"[54.32912826538086, 18.59868049621582]",['54.326332432497_18.601620378966_54.331229009583_18.596505261971'],0.08527557410271443,STOP 3,"[0, 0.5]",,[1.25221212]
148202411051538_22_148-01,2024-11-05 16:00:31,"[54.401981353759766, 18.62303924560547]",['54.401855282013_18.622915625443_54.402055863543_18.62305810798'],0.5540338107705174,,[-3.5166666666666666],3.5166666666666666,[5.67627774]
3202411051551_22_003-23,2024-11-05 16:00:29,"[54.33919906616211, 18.61841011047364]",['54.338085316378_18.618105437121_54.343309514438_18.617249321316'],0.2538879778587004,STOP 8,"[0, 2.5166666666666666]",,[3.72654399]
11202411051543_11_011-03,2024-11-05 16:00:27,"[54.3703498840332, 18.627660751342773]",['54.372245900359_18.624442349628_54.368513071375_18.630739385221'],0.2994438771179612,,[-3.45],3.45,[4.30080194]
110202411051524_11_110-01,2024-11-05 16:00:27,"[54.38441848754883, 18.486099243164062]",['54.379065640804_18.487555104402_54.384732822878_18.485991952036'],0.8345682040846693,,[-8.45],8.45,[11.30638017]
184202411051531_102_184-05,2024-11-05 16:00:28,"[54.35768127441406, 18.58424949645996]",['54.357666555241_18.582016636156_54.357484913948_18.586414074568'],0.31621146698084707,STOP 8,"[0, -17.466666666666665]",17.466666666666665,[3.68417506]
132202411051458_231_132-34,2024-11-05 16:00:27,"[54.25580978393555, 18.632549285888672]",['54.258240392393_18.633353047906_54.254378091775_18.633067648955'],0.8500848524580685,,[-19.45],19.45,[15.77674414]
12202411051520_311_012-13,2024-11-05 16:00:29,"[54.37596130371094, 18.61425018310547]",['54.375626743373_18.616270479459_54.377795088136_18.608183165126'],0.5519394905118404,STOP 26,"[0, 1.5166666666666666]",,[12.62567836]
168202411051527_102_168-34,2024-11-05 16:00:27,"[54.3489990234375, 18.521970748901367]",['54.349200143305_18.520126209693_54.347634656797_18.531023375378'],0.19620644258831607,,[-27.45],27.45,[3.6267816]
199202411051552_201_199-02,2024-11-05 16:00:28,"[54.41411972045898, 18.59873962402344]",['54.413734263443_18.596303185465_54.412020103011_18.60323126748'],0.13230155089625448,,[-2.466666666666667],2.466666666666667,[2.60101069]
8202411051508_322_008-05,2024-11-05 16:00:28,"[54.41193008422852, 18.58803939819336]",['54.410318546783_18.588211461473_54.41598246275_18.586876908997'],0.9010700768716101,STOP 34,"[0, 0.5333333333333333]",,[15.61875885]
122202411051553_11_122-09,2024-11-05 16:00:27,"[54.377628326416016, 18.49924087524414]",['54.377897774254_18.497112951544_54.376708326611_18.506532943638'],0.12103040066269326,,[-2.45],2.45,[2.47920171]
178202411051547_112_178-02,2024-11-05 16:00:29,"[54.34199905395508, 18.669330596923828]",['54.341778059808_18.669542887948_54.342060370447_18.669265347508'],0.31025647370557613,,[-9.483333333333333],9.483333333333333,[2.79786336]
154202411051556_21_154-31,2024-11-05 16:00:26,"[54.35845947265625, 18.647199630737305]",['54.359750515567_18.647868149284_54.358045789232_18.646195485994'],0.07208052860735152,,[-3.433333333333333],3.433333333333333,[0.50124113]
157202411051542_51_157-03,2024-11-05 16:00:28,"[54.37813186645508, 18.57887077331543]",['54.378089991723_18.580138300725_54.377532982156_18.573441410473'],0.15776241811442765,STOP 5,"[0, -6.466666666666667]",6.466666666666667,[2.36343788]
8202411051548_322_008-09,2024-11-05 16:00:27,"[54.347618103027344, 18.669309616088867]",['54.352081561481_18.671468140539_54.346475242768_18.66884616531'],0.25711539132013667,STOP 10,"[0, 1.55]",,[4.45672695]
6202411051603_21_006-05,2024-11-05 16:00:27,"[54.32276916503906, 18.60675048828125]",['54.323964478265_18.605510822702_54.322635838372_18.606510772068'],0,STOP 1,"[0, 2.55]",,[0.16974922]
136202411051559_101_136-01,2024-11-05 16:00:27,"[54.3832893371582, 18.60120964050293]",['54.381628546922_18.604294709047_54.383305999959_18.598683133369'],0.09304537569846373,,[-1.45],1.45,[0.56928246]
167202411051511_21_167-01,2024-11-05 16:00:31,"[54.345951080322266, 18.53282928466797]",['54.344512804943_18.541474038996_54.345943699483_18.532740527113'],0.5333492812839499,STOP 18,"[0, -19.516666666666666]",19.516666666666666,[10.05334358]
4202411051535_101_004-32,2024-11-05 16:00:27,"[54.37448120117188, 18.62420082092285]",['54.375494904269_18.623715729743_54.373203898956_18.625156914326'],0.4142907105026795,,[-0.45],0.45,[7.31903807]
126202411051519_91_126-04,2024-11-05 16:00:27,"[54.37934875488281, 18.4463005065918]",['54.377602037863_18.453333063008_54.379942267962_18.443685650197'],0.5110336426772186,,[-8.45],8.45,[13.25984617]
175202411051505_101_175-03,2024-11-05 16:00:26,"[54.30949020385742, 18.599550247192383]",['54.309506174131_18.599509141046_54.309476789543_18.599387858668'],0.8322768002079217,STOP 20,"[0, -24.433333333333334]",24.433333333333334,[9.91730608]
227202411051537_21_227-02,2024-11-05 16:00:26,"[54.38679885864258, 18.60090065002441]",['54.388432515106_18.596088518008_54.386913957547_18.601999702115'],0.3484195546947626,,[-9.433333333333334],9.433333333333334,[5.77183163]
169202411051546_11_169-06,2024-11-05 16:00:29,"[54.40911102294922, 18.55512046813965]",['54.409008592677_18.558821563042_54.410104035752_18.553870855501'],0.0707618198302149,STOP 3,"[0, -1.4833333333333334]",1.4833333333333334,[1.1192255]
131202411051547_11_131-03,2024-11-05 16:00:29,"[54.33237838745117, 18.66571998596192]",['54.33412712362_18.669975775892_54.332326080861_18.665632119343'],0.0992155603407711,STOP 4,"[0, -9.483333333333333]",9.483333333333333,[1.66848668]
166202411051547_51_166-36,2024-11-05 16:00:27,"[54.34754943847656, 18.644569396972656]",['54.348046692129_18.644689773682_54.34661307306_18.650926934547'],0.2633359811669778,STOP 5,"[0, -2.45]",2.45,[2.00901936]
115202411051550_102_115-02,2024-11-05 16:00:27,"[54.373809814453125, 18.62112045288086]",['54.375838654474_18.614256337034_54.372543725234_18.623131745566'],0.10828688327431268,,[-0.45],0.45,[1.85926249]
255202411051537_41_255-01,2024-11-05 16:00:27,"[54.32154846191406, 18.59925079345703]",['54.323637030155_18.603961148821_54.320599301628_18.596325587505'],0.10969544152172404,,[-20.45],20.45,[0.85155051]
6202411051553_21_006-34,2024-11-05 16:00:27,"[54.33819961547852, 18.61054039001465]",['54.338197087554_18.60966808017_54.338085316378_18.618105437121'],0.16002585953908427,STOP 7,"[0, 2.55]",,[3.05095874]
7202411051537_71_007-37,2024-11-05 16:00:27,"[54.3542594909668, 18.64537048339844]",['54.35212420454_18.646334040368_54.357403124416_18.645970580025'],0.4859647714620802,,[-4.45],4.45,[7.13605255]
4202411051555_101_004-03,2024-11-05 16:00:27,"[54.41640090942383, 18.586769104003903]",['54.419761504288_18.583895436204_54.413301589139_18.58768178356'],0.08458571921761028,STOP 5,"[0, 2.55]",,[1.49432774]
171202411051526_11_171-03,2024-11-05 16:00:26,"[54.43341827392578, 18.46925926208496]",['54.429620910244_18.476967350028_54.433552665474_18.468953375491'],0.42674827037461355,,[-9.433333333333334],9.433333333333334,[8.7893294]
154202411051608_21_154-02,2024-11-05 16:00:31,"[54.36130905151367, 18.645320892333984]",['54.36204865225_18.645396949201_54.361340171299_18.645945471304'],0,STOP 1,"[0, 8.483333333333333]",,[0.09223069]
269202411051541_101_269-01,2024-11-05 16:00:27,"[54.43503952026367, 18.465789794921875]",['54.434699646817_18.466631079521_54.438627926338_18.460620299948'],0.8160017917227932,STOP 14,"[0, -0.45]",0.45,[6.35741572]
132202411051527_202_132-37,2024-11-05 16:00:27,"[54.25848007202149, 18.631179809570312]",['54.255114622195_18.632119574813_54.25860269287_18.629831326967'],0.1676258600883498,,[-24.45],24.45,[3.07859155]
256202411051538_22_256-01,2024-11-05 16:00:27,"[54.30553817749024, 18.552249908447266]",['54.30362831547_18.54600292821_54.306058008503_18.554082912372'],0.15479699390440285,,[-20.45],20.45,[1.82597434]
4202411051525_101_004-13,2024-11-05 16:00:29,"[54.35757064819336, 18.64348030090332]",['54.361448608593_18.642291024903_54.354821271917_18.643117013119'],0.55460805081485,,[-3.4833333333333334],3.4833333333333334,[9.79794462]
127202411051532_42_127-36,2024-11-05 16:00:27,"[54.37374114990234, 18.60367012023925]",['54.373586162614_18.603115585039_54.377536372344_18.608737197863'],0.7721246621865769,,[-7.45],7.45,[6.93001306]
131202411051507_11_131-05,2024-11-05 16:00:30,"[54.35583114624024, 18.61341094970703]",['54.355838404557_18.615277319883_54.356016151647_18.607001777388'],0.6532489649501358,,[-22.5],22.5,[10.98554697]
127202411051503_122_127-07,2024-11-05 16:00:29,"[54.41120910644531, 18.57284927368164]",['54.410737947382_18.573252473818_54.411327175815_18.572601163435'],0.9935115481872739,STOP 30,"[0, -7.483333333333333]",7.483333333333333,[15.60344698]
118202411051554_12_118-01,2024-11-05 16:00:26,"[54.32841873168945, 18.581939697265625]",['54.325816308584_18.583870807065_54.32849919971_18.581821562512'],0.4955797498008318,,[-1.4333333333333333],1.4333333333333333,[2.18245979]
186202411051513_71_186-02,2024-11-05 16:00:29,"[54.33974838256836, 18.823650360107425]",['54.336459207194_18.822696603218_54.341801040699_18.824306602148'],0.8378262513120034,STOP 27,"[0, -9.483333333333333]",9.483333333333333,[16.75427713]
205202411051536_101_205-01,2024-11-05 16:00:27,"[54.32181930541992, 18.630739212036133]",['54.322688623103_18.631037257069_54.317164266759_18.629432675048'],0.27673524657227233,,[-9.45],9.45,[4.69387383]
227202411051557_12_227-05,2024-11-05 16:00:27,"[54.33818054199219, 18.6141300201416]",['54.338251680691_18.617880427439_54.338165852845_18.613993032016'],0.0688073794339518,,[-1.45],1.45,[1.11943279]
138202411051526_31_138-34,2024-11-05 16:00:29,"[54.40420150756836, 18.6813907623291]",['54.403319677945_18.682972584464_54.406495396962_18.677014652835'],0.9669765932696165,STOP 19,"[0, 0.5166666666666667]",,[15.88860188]
12202411051500_311_012-25,2024-11-05 16:00:27,"[54.40964889526367, 18.56673049926757]",['54.409650401126_18.56611943276_54.409762224039_18.567207045928'],0.804791258363056,,[-4.45],4.45,[18.40969119]
6202411051501_52_006-35,2024-11-05 16:00:27,"[54.334320068359375, 18.596609115600582]",['54.334852242619_18.596970718226_54.329326774315_18.598492796523'],0.9170010836842858,,[-2.45],2.45,[17.38754008]
2202411051512_131_002-06,2024-11-05 16:00:27,"[54.38985061645508, 18.60840034484864]",['54.386653073193_18.611056484743_54.391544493844_18.606566676222'],0.7363810454368849,,[-5.45],5.45,[13.03899547]
111202411051533_201_111-01,2024-11-05 16:00:27,"[54.34550857543945, 18.6453800201416]",['54.349592762178_18.645601602474_54.345287815759_18.645201506691'],0.14301554986450474,,[-21.45],21.45,[2.03450902]
130202411051529_11_130-07,2024-11-05 16:00:29,"[54.35192108154297, 18.64337921142578]",['54.352044567345_18.645938456443_54.35136201837_18.63723616019'],0.21037286520905557,STOP 6,"[0, -17.483333333333334]",17.483333333333334,[2.24653453]
